Main.Study.t,Main.Study.FileOutput.MaxMusAct,Main.Study.FileOutput.ElbowAngle,Main.Study.FileOutput.BicepsLong
0.000000000000000e+000,1.082717097548152e+000,-3.774758283725532e-015,1.082717097548152e+000
1.111111111111111e-001,1.151794495522636e+000,4.288125410312205e-012,1.151794495522636e+000
2.222222222222222e-001,1.201288555247943e+000,4.288125410312205e-012,1.201288555247943e+000
3.333333333333333e-001,1.232793949800124e+000,4.288125410312205e-012,1.232793949800124e+000
4.444444444444444e-001,1.247932630966478e+000,4.288125410312205e-012,1.247932630966478e+000
5.555555555555556e-001,1.248377091821043e+000,4.288125410312205e-012,1.248377091821043e+000
6.666666666666667e-001,1.235870742690608e+000,4.288569499522055e-012,1.235870742690608e+000
7.777777777777779e-001,1.212248754168788e+000,4.288569499522055e-012,1.212248754168788e+000
8.888888888888891e-001,1.179465823706912e+000,4.288125410312205e-012,1.179465823706912e+000
1.000000000000000e+000,1.139638679380729e+000,4.288125410312205e-012,1.139638679380729e+000
