Main.Study.t,Main.Study.FileOutput.MaxMusAct,Main.Study.FileOutput.ElbowAngle,Main.Study.FileOutput.BicepsLong
0.000000000000000e+000,1.082717097548152e+000,-3.774758283725532e-015,1.082717097548152e+000
1.265822784810127e-002,1.091625573954271e+000,1.763500456775091e-011,1.091625573954271e+000
2.531645569620253e-002,1.100261571996660e+000,1.763655887998539e-011,1.100261571996660e+000
3.797468354430380e-002,1.108627458256236e+000,1.763722501380016e-011,1.108627458256236e+000
5.063291139240506e-002,1.116725594304314e+000,1.763655887998539e-011,1.116725594304314e+000
6.329113924050633e-002,1.124558337498736e+000,1.763678092459031e-011,1.124558337498736e+000
7.594936708860760e-002,1.132128041749100e+000,1.763678092459031e-011,1.132128041749100e+000
8.860759493670886e-002,1.139437058260550e+000,1.763678092459031e-011,1.139437058260550e+000
1.012658227848101e-001,1.146487736246340e+000,1.763700296919524e-011,1.146487736246340e+000
1.139240506329114e-001,1.153282423619601e+000,1.763722501380016e-011,1.153282423619601e+000
1.265822784810127e-001,1.159823467662014e+000,1.763678092459031e-011,1.159823467662014e+000
1.392405063291139e-001,1.166113215670100e+000,1.763678092459031e-011,1.166113215670100e+000
1.518987341772152e-001,1.172154015580410e+000,1.763655887998539e-011,1.172154015580410e+000
1.645569620253165e-001,1.177948216574450e+000,1.763700296919524e-011,1.177948216574450e+000
1.772151898734178e-001,1.183498169664251e+000,1.763700296919524e-011,1.183498169664251e+000
1.898734177215191e-001,1.188806228259555e+000,1.763655887998539e-011,1.188806228259555e+000
2.025316455696203e-001,1.193874748717255e+000,1.763678092459031e-011,1.193874748717255e+000
2.151898734177216e-001,1.198706090837935e+000,1.763678092459031e-011,1.198706090837935e+000
2.278481012658229e-001,1.203302618485006e+000,1.763678092459031e-011,1.203302618485006e+000
2.405063291139242e-001,1.207666699997788e+000,1.763633683538046e-011,1.207666699997788e+000
2.531645569620254e-001,1.211800708694073e+000,1.763567070156569e-011,1.211800708694073e+000
2.658227848101267e-001,1.215707023351303e+000,1.763655887998539e-011,1.215707023351303e+000
2.784810126582280e-001,1.219388028667738e+000,1.763633683538046e-011,1.219388028667738e+000
2.911392405063293e-001,1.222846115711744e+000,1.763678092459031e-011,1.222846115711744e+000
3.037974683544306e-001,1.226083682359980e+000,1.763678092459031e-011,1.226083682359980e+000
3.164556962025318e-001,1.229103133723767e+000,1.763633683538046e-011,1.229103133723767e+000
3.291139240506331e-001,1.231906882570959e+000,1.763700296919524e-011,1.231906882570959e+000
3.417721518987344e-001,1.234497349734171e+000,1.763744705840509e-011,1.234497349734171e+000
3.544303797468357e-001,1.236876964511268e+000,1.763722501380016e-011,1.236876964511268e+000
3.670886075949369e-001,1.239048165061019e+000,1.763700296919524e-011,1.239048165061019e+000
3.797468354430382e-001,1.241013398791740e+000,1.763700296919524e-011,1.241013398791740e+000
3.924050632911395e-001,1.242775122744504e+000,1.763722501380016e-011,1.242775122744504e+000
4.050632911392408e-001,1.244335804011592e+000,1.763655887998539e-011,1.244335804011592e+000
4.177215189873421e-001,1.245697919995780e+000,1.763655887998539e-011,1.245697919995780e+000
4.303797468354433e-001,1.246863958890374e+000,1.763722501380016e-011,1.246863958890374e+000
