Main.Study.t,Main.Study.FileOutput.MaxMusAct,Main.Study.FileOutput.ElbowAngle,Main.Study.FileOutput.BicepsLong
0.000000000000000e+000,1.082717097548152e+000,-3.774758283725532e-015,1.082717097548152e+000
1.449275362318841e-002,1.092893995095280e+000,3.469713405479524e-011,1.092893995095280e+000
2.898550724637681e-002,1.102714161763430e+000,3.469824427781987e-011,1.102714161763430e+000
4.347826086956522e-002,1.112181147720382e+000,3.469757814400509e-011,1.112181147720382e+000
5.797101449275362e-002,1.121298494922671e+000,3.469802223321494e-011,1.121298494922671e+000
7.246376811594203e-002,1.130069738661675e+000,3.469757814400509e-011,1.130069738661675e+000
8.695652173913043e-002,1.138498409046887e+000,3.469780018861002e-011,1.138498409046887e+000
1.014492753623188e-001,1.146588032430731e+000,3.469735609940017e-011,1.146588032430731e+000
1.159420289855072e-001,1.154342132776379e+000,3.469713405479524e-011,1.154342132776379e+000
1.304347826086957e-001,1.161764232976334e+000,3.469802223321494e-011,1.161764232976334e+000
1.449275362318841e-001,1.168857856120411e+000,3.469735609940017e-011,1.168857856120411e+000
1.594202898550725e-001,1.175626526716400e+000,3.469691201019032e-011,1.175626526716400e+000
1.739130434782609e-001,1.182073771865779e+000,3.469713405479524e-011,1.182073771865779e+000
1.884057971014493e-001,1.188203122396736e+000,3.469735609940017e-011,1.188203122396736e+000
2.028985507246377e-001,1.194018113956769e+000,3.469824427781987e-011,1.194018113956769e+000
2.173913043478261e-001,1.199522288023242e+000,3.469846632242479e-011,1.199522288023242e+000
2.318840579710146e-001,1.204719193047931e+000,3.469735609940017e-011,1.204719193047931e+000
2.463768115942030e-001,1.209612385325773e+000,3.469802223321494e-011,1.209612385325773e+000
2.608695652173914e-001,1.214205429973909e+000,3.469824427781987e-011,1.214205429973909e+000
2.753623188405798e-001,1.218501901860093e+000,3.469780018861002e-011,1.218501901860093e+000
2.898550724637682e-001,1.222505386497411e+000,3.469757814400509e-011,1.222505386497411e+000
3.043478260869566e-001,1.226219480913229e+000,3.469780018861002e-011,1.226219480913229e+000
3.188405797101450e-001,1.229647794492552e+000,3.469713405479524e-011,1.229647794492552e+000
3.333333333333334e-001,1.232793949806724e+000,3.469757814400509e-011,1.232793949806724e+000
3.478260869565218e-001,1.235661583414639e+000,3.469846632242479e-011,1.235661583414639e+000
3.623188405797103e-001,1.238254346648985e+000,3.469802223321494e-011,1.238254346648985e+000
3.768115942028987e-001,1.240575906388723e+000,3.469802223321494e-011,1.240575906388723e+000
3.913043478260871e-001,1.242629945817706e+000,3.469780018861002e-011,1.242629945817706e+000
4.057971014492755e-001,1.244420165214673e+000,3.469735609940017e-011,1.244420165214673e+000
4.202898550724639e-001,1.245950282572364e+000,3.469846632242479e-011,1.245950282572364e+000
4.347826086956523e-001,1.247224034434820e+000,3.469780018861002e-011,1.247224034434820e+000
4.492753623188407e-001,1.248245176608777e+000,3.469824427781987e-011,1.248245176608777e+000
4.637681159420292e-001,1.249017484882326e+000,3.469824427781987e-011,1.249017484882326e+000
4.782608695652176e-001,1.249544755753659e+000,3.469802223321494e-011,1.249544755753659e+000
4.927536231884060e-001,1.249830807163649e+000,3.469757814400509e-011,1.249830807163649e+000
5.072463768115944e-001,1.249879479234982e+000,3.469780018861002e-011,1.249879479234982e+000
5.217391304347827e-001,1.249694635020747e+000,3.469735609940017e-011,1.249694635020747e+000
5.362318840579711e-001,1.249280161265471e+000,3.469780018861002e-011,1.249280161265471e+000
5.507246376811594e-001,1.248639969181791e+000,3.469824427781987e-011,1.248639969181791e+000
5.652173913043478e-001,1.247777995246097e+000,3.469824427781987e-011,1.247777995246097e+000
5.797101449275361e-001,1.246698202016607e+000,3.469846632242479e-011,1.246698202016607e+000
5.942028985507245e-001,1.245404667783582e+000,3.469802223321494e-011,1.245404667783582e+000
6.086956521739129e-001,1.243901233929273e+000,3.469780018861002e-011,1.243901233929273e+000
6.231884057971012e-001,1.242192033418208e+000,3.469691201019032e-011,1.242192033418208e+000
