Main.Study.t,Main.Study.FileOutput.MaxMusAct,Main.Study.FileOutput.ElbowAngle,Main.Study.FileOutput.BicepsLong
  0.000000000000000e+00,  1.024485167200109e+00, -1.850052688823212e-08,  1.024485167200109e+00
  2.564102564102564e-02,  1.040509995725850e+00,  6.011706688013874e-10,  1.040509995725850e+00
  5.128205128205128e-02,  1.055489974451027e+00,  6.013864961573745e-10,  1.055489974451027e+00
  7.692307692307693e-02,  1.069443184703016e+00,  6.013869402465843e-10,  1.069443184703016e+00
  1.025641025641026e-01,  1.082387724623688e+00,  6.013867182019794e-10,  1.082387724623688e+00
  1.282051282051282e-01,  1.094341660082410e+00,  6.013864961573745e-10,  1.094341660082410e+00
  1.538461538461539e-01,  1.105323045341108e+00,  6.013867182019794e-10,  1.105323045341108e+00
  1.794871794871795e-01,  1.115349942252034e+00,  6.013869402465843e-10,  1.115349942252034e+00
  2.051282051282051e-01,  1.124440438101489e+00,  6.013867182019794e-10,  1.124440438101489e+00
  2.307692307692308e-01,  1.132612662207663e+00,  6.013869402465843e-10,  1.132612662207663e+00
  2.564102564102564e-01,  1.139884801372467e+00,  6.013867182019794e-10,  1.139884801372467e+00
  2.820512820512820e-01,  1.146275114241628e+00,  6.013864961573745e-10,  1.146275114241628e+00
  3.076923076923077e-01,  1.151801944960196e+00,  6.013867182019794e-10,  1.151801944960196e+00
  3.333333333333333e-01,  1.156483735591733e+00,  6.013862741127696e-10,  1.156483735591733e+00
  3.589743589743590e-01,  1.160339038048788e+00,  6.013867182019794e-10,  1.160339038048788e+00
  3.846153846153846e-01,  1.163386525292611e+00,  6.013864961573745e-10,  1.163386525292611e+00
  4.102564102564102e-01,  1.165645001965111e+00,  6.013867182019794e-10,  1.165645001965111e+00
  4.358974358974359e-01,  1.167133414549316e+00,  6.013869402465843e-10,  1.167133414549316e+00
  4.615384615384616e-01,  1.167870861157113e+00,  6.013867182019794e-10,  1.167870861157113e+00
  4.871794871794872e-01,  1.167876654296537e+00,  6.013864961573745e-10,  1.167876654296537e+00
  5.128205128205128e-01,  1.167170117595091e+00,  6.013869402465843e-10,  1.167170117595091e+00
  5.384615384615384e-01,  1.165770916542040e+00,  6.013871622911893e-10,  1.165770916542040e+00
  5.641025641025641e-01,  1.163698846549420e+00,  6.013864961573745e-10,  1.163698846549420e+00
  5.897435897435898e-01,  1.160973905131776e+00,  6.013864961573745e-10,  1.160973905131776e+00
  6.153846153846154e-01,  1.157616298492912e+00,  6.013871622911893e-10,  1.157616298492912e+00
  6.410256410256411e-01,  1.153646451949488e+00,  6.013867182019794e-10,  1.153646451949488e+00
  6.666666666666666e-01,  1.149085021023819e+00,  6.013862741127696e-10,  1.149085021023819e+00
  6.923076923076923e-01,  1.143952903394751e+00,  6.013869402465843e-10,  1.143952903394751e+00
  7.179487179487180e-01,  1.138271251917252e+00,  6.013860520681646e-10,  1.138271251917252e+00
  7.435897435897436e-01,  1.132061488947209e+00,  6.013864961573745e-10,  1.132061488947209e+00
  7.692307692307693e-01,  1.125345322238350e+00,  6.013864961573745e-10,  1.125345322238350e+00
  7.948717948717948e-01,  1.118144768961149e+00,  6.013869402465843e-10,  1.118144768961149e+00
  8.205128205128205e-01,  1.110482165847979e+00,  6.013864961573745e-10,  1.110482165847979e+00
  8.461538461538461e-01,  1.102380185955781e+00,  6.013864961573745e-10,  1.102380185955781e+00
  8.717948717948718e-01,  1.093861879561268e+00,  6.013869402465843e-10,  1.093861879561268e+00
  8.974358974358975e-01,  1.084950698565497e+00,  6.013864961573745e-10,  1.084950698565497e+00
  9.230769230769231e-01,  1.075670529633382e+00,  6.013869402465843e-10,  1.075670529633382e+00
  9.487179487179487e-01,  1.066045731597184e+00,  6.013869402465843e-10,  1.066045731597184e+00
  9.743589743589743e-01,  1.056101179904051e+00,  6.013869402465843e-10,  1.056101179904051e+00
  1.000000000000000e+00,  1.045862317363393e+00,  6.013869402465843e-10,  1.045862317363393e+00
