Main.Study.t,Main.Study.FileOutput.MaxMusAct,Main.Study.FileOutput.ElbowAngle,Main.Study.FileOutput.BicepsLong
0.000000000000000e+000,1.082717097548152e+000,-3.774758283725532e-015,1.082717097548152e+000
2.564102564102564e-002,1.100479446076080e+000,6.013127773485394e-010,1.100479446076080e+000
5.128205128205128e-002,1.117133709434959e+000,6.013869402465844e-010,1.117133709434959e+000
7.692307692307693e-002,1.132699499126668e+000,6.013862741127696e-010,1.132699499126668e+000
1.025641025641026e-001,1.147196368951051e+000,6.013867182019794e-010,1.147196368951051e+000
1.282051282051282e-001,1.160643839886045e+000,6.013873843357942e-010,1.160643839886045e+000
1.538461538461538e-001,1.173061423217913e+000,6.013869402465844e-010,1.173061423217913e+000
1.794871794871795e-001,1.184468642157829e+000,6.013864961573745e-010,1.184468642157829e+000
2.051282051282051e-001,1.194885052064306e+000,6.013869402465844e-010,1.194885052064306e+000
2.307692307692307e-001,1.204330259319705e+000,6.013869402465844e-010,1.204330259319705e+000
2.564102564102564e-001,1.212823939392294e+000,6.013871622911893e-010,1.212823939392294e+000
2.820512820512821e-001,1.220385853349193e+000,6.013864961573745e-010,1.220385853349193e+000
3.076923076923077e-001,1.227035863799299e+000,6.013862741127696e-010,1.227035863799299e+000
3.333333333333334e-001,1.232793949935074e+000,6.013862741127696e-010,1.232793949935074e+000
3.589743589743590e-001,1.237680221897835e+000,6.013858300235597e-010,1.237680221897835e+000
3.846153846153847e-001,1.241714934533729e+000,6.013864961573745e-010,1.241714934533729e+000
4.102564102564104e-001,1.244918500757137e+000,6.013864961573745e-010,1.244918500757137e+000
4.358974358974360e-001,1.247311504358771e+000,6.013864961573745e-010,1.247311504358771e+000
4.615384615384617e-001,1.248914712822507e+000,6.013869402465844e-010,1.248914712822507e+000
4.871794871794873e-001,1.249749089996288e+000,6.013871622911893e-010,1.249749089996288e+000
5.128205128205130e-001,1.249835808737281e+000,6.013871622911893e-010,1.249835808737281e+000
5.384615384615387e-001,1.249196263780401e+000,6.013862741127696e-010,1.249196263780401e+000
5.641025641025643e-001,1.247852084955384e+000,6.013862741127696e-010,1.247852084955384e+000
5.897435897435900e-001,1.245825150924449e+000,6.013871622911893e-010,1.245825150924449e+000
6.153846153846156e-001,1.243137694891403e+000,6.013873843357942e-010,1.243137694891403e+000
6.410256410256413e-001,1.239811957527769e+000,6.013873843357942e-010,1.239811957527769e+000
6.666666666666670e-001,1.235870742816515e+000,6.013867182019794e-010,1.235870742816515e+000
6.923076923076926e-001,1.231337079554156e+000,6.013867182019794e-010,1.231337079554156e+000
7.179487179487183e-001,1.226234329213062e+000,6.013864961573745e-010,1.226234329213062e+000
7.435897435897440e-001,1.220586211492744e+000,6.013864961573745e-010,1.220586211492744e+000
7.692307692307696e-001,1.214416830798722e+000,6.013860520681646e-010,1.214416830798722e+000
7.948717948717953e-001,1.207750675268679e+000,6.013864961573745e-010,1.207750675268679e+000
8.205128205128209e-001,1.200612677957214e+000,6.013869402465844e-010,1.200612677957214e+000
8.461538461538466e-001,1.193028242986113e+000,6.013878284250041e-010,1.193028242986113e+000
8.717948717948723e-001,1.185023065096603e+000,6.013864961573745e-010,1.185023065096603e+000
8.974358974358979e-001,1.176624011974219e+000,6.013869402465844e-010,1.176624011974219e+000
9.230769230769236e-001,1.167857956636564e+000,6.013864961573745e-010,1.167857956636564e+000
9.487179487179492e-001,1.158752620363253e+000,6.013860520681646e-010,1.158752620363253e+000
9.743589743589749e-001,1.149336447343388e+000,6.013864961573745e-010,1.149336447343388e+000
1.000000000000000e+000,1.139638679444722e+000,6.013856079789548e-010,1.139638679444722e+000
